age,wage,educ
49,40000,"associate's degree, occupational/vocational program"
44,70000,bachelor's degree
40,100000,bachelor's degree
26,19000,some college but no degree
34,48000,master's degree
20,9505,some college but no degree
45,50000,grade 11
40,16000,high school diploma or equivalent
37,0,some college but no degree
28,37000,some college but no degree
47,60000,some college but no degree
29,60000,some college but no degree
26,22640,some college but no degree
26,5000,"grades 1, 2, 3, or 4"
35,30000,high school diploma or equivalent
35,45000,master's degree
41,32400,master's degree
28,28000,bachelor's degree
32,33000,high school diploma or equivalent
46,23495,high school diploma or equivalent
44,229339,some college but no degree
27,21000,high school diploma or equivalent
41,44720,high school diploma or equivalent
46,39999,some college but no degree
24,19750,high school diploma or equivalent
35,25400,high school diploma or equivalent
42,50000,some college but no degree
22,15000,some college but no degree
32,24100,high school diploma or equivalent
37,10000,high school diploma or equivalent
20,8400,high school diploma or equivalent
41,0,high school diploma or equivalent
43,26000,high school diploma or equivalent
23,39000,some college but no degree
24,40000,some college but no degree
25,0,high school diploma or equivalent
20,0,high school diploma or equivalent
41,60000,bachelor's degree
27,0,high school diploma or equivalent
20,1000,high school diploma or equivalent
26,13462,"associate's degree, academic program"
45,45760,some college but no degree
25,24000,"associate's degree, occupational/vocational program"
47,0,"associate's degree, occupational/vocational program"
47,32000,high school diploma or equivalent
39,51000,high school diploma or equivalent
27,32000,bachelor's degree
33,12000,grade 10
47,44500,bachelor's degree
28,28000,bachelor's degree
27,5100,grades 5 or 6
25,24000,high school diploma or equivalent
41,0,high school diploma or equivalent
37,25000,"associate's degree, occupational/vocational program"
28,38400,bachelor's degree
27,53000,high school diploma or equivalent
30,0,high school diploma or equivalent
32,27000,bachelor's degree
41,0,bachelor's degree
35,17268,"associate's degree, academic program"
48,26000,some college but no degree
40,0,"associate's degree, occupational/vocational program"
44,44809,grade 9
37,17600,grade 10
35,85000,some college but no degree
30,67744,bachelor's degree
48,37000,grade 10
29,6000,high school diploma or equivalent
22,8600,high school diploma or equivalent
41,110000,bachelor's degree
38,52000,high school diploma or equivalent
20,5800,some college but no degree
26,30000,high school diploma or equivalent
49,10000,some college but no degree
34,34000,bachelor's degree
32,30000,some college but no degree
47,43971,high school diploma or equivalent
27,9000,"grades 1, 2, 3, or 4"
27,0,some college but no degree
24,21588,grade 11
27,53885,"associate's degree, occupational/vocational program"
29,32000,bachelor's degree
48,27400,some college but no degree
44,50000,some college but no degree
43,33000,high school diploma or equivalent
43,78000,"associate's degree, occupational/vocational program"
32,24000,"grades 1, 2, 3, or 4"
31,10000,high school diploma or equivalent
38,9000,"grades 1, 2, 3, or 4"
29,7000,"grades 1, 2, 3, or 4"
36,10000,"grades 1, 2, 3, or 4"
27,10000,grade 9
34,16000,"grades 1, 2, 3, or 4"
25,26000,high school diploma or equivalent
25,0,grades 5 or 6
23,0,grade 10
31,37900,bachelor's degree
42,32000,some college but no degree
37,43000,some college but no degree
45,23000,high school diploma or equivalent
29,0,high school diploma or equivalent
49,68000,bachelor's degree
38,60000,"associate's degree, occupational/vocational program"
38,25700,professional school degree
26,11520,grade 11
40,12000,"associate's degree, occupational/vocational program"
25,30000,some college but no degree
30,28000,high school diploma or equivalent
29,37900,bachelor's degree
34,0,high school diploma or equivalent
34,14250,high school diploma or equivalent
30,25000,some college but no degree
35,34000,some college but no degree
48,17000,"associate's degree, occupational/vocational program"
38,39000,bachelor's degree
50,30000,some college but no degree
31,21320,grade 11
43,45000,high school diploma or equivalent
21,20000,high school diploma or equivalent
30,21914,"associate's degree, occupational/vocational program"
47,0,high school diploma or equivalent
47,25000,"associate's degree, occupational/vocational program"
43,0,"associate's degree, occupational/vocational program"
35,14000,some college but no degree
49,60000,high school diploma or equivalent
30,18000,bachelor's degree
31,32500,high school diploma or equivalent
36,34000,"associate's degree, occupational/vocational program"
28,0,high school diploma or equivalent
46,48590,high school diploma or equivalent
24,11000,"associate's degree, academic program"
20,2000,high school diploma or equivalent
26,19000,high school diploma or equivalent
31,43000,"associate's degree, occupational/vocational program"
36,51400,high school diploma or equivalent
43,0,high school diploma or equivalent
47,38000,some college but no degree
43,58000,"associate's degree, academic program"
46,52000,bachelor's degree
42,7000,"associate's degree, occupational/vocational program"
37,17400,high school diploma or equivalent
46,46000,"associate's degree, occupational/vocational program"
22,13000,some college but no degree
30,33500,some college but no degree
24,25200,some college but no degree
20,8500,grade 11
43,45000,master's degree
26,90000,high school diploma or equivalent
28,13000,some college but no degree
30,18000,doctorate degree
49,44000,high school diploma or equivalent
47,35000,high school diploma or equivalent
24,22000,grade 9
39,4000,some college but no degree
42,26000,bachelor's degree
38,28000,high school diploma or equivalent
33,37500,high school diploma or equivalent
35,12000,none or preschool
27,0,doctorate degree
37,60537,high school diploma or equivalent
36,60210,some college but no degree
22,10000,some college but no degree
36,15000,high school diploma or equivalent
34,47000,high school diploma or equivalent
34,16060,some college but no degree
44,28800,some college but no degree
38,42823,some college but no degree
48,35783,bachelor's degree
42,18000,"associate's degree, occupational/vocational program"
47,100000,high school diploma or equivalent
25,11700,high school diploma or equivalent
42,22000,some college but no degree
38,16000,high school diploma or equivalent
28,49000,some college but no degree
46,25000,some college but no degree
20,10000,high school diploma or equivalent
25,24000,some college but no degree
30,14300,high school diploma or equivalent
29,10911,some college but no degree
41,0,high school diploma or equivalent
49,110000,doctorate degree
23,25404,some college but no degree
50,19298,bachelor's degree
33,95000,doctorate degree
50,75000,doctorate degree
46,50000,high school diploma or equivalent
47,26920,some college but no degree
35,24500,"grades 1, 2, 3, or 4"
23,19500,grades 5 or 6
41,93000,grade 10
43,65000,bachelor's degree
24,20000,high school diploma or equivalent
27,24859,bachelor's degree
30,24000,high school diploma or equivalent
33,12270,high school diploma or equivalent
29,28000,high school diploma or equivalent
38,30000,high school diploma or equivalent
49,38000,bachelor's degree
27,21401,high school diploma or equivalent
24,16852,grade 10
36,0,high school diploma or equivalent
23,21250,some college but no degree
28,15000,doctorate degree
30,16000,bachelor's degree
40,0,some college but no degree
41,60000,high school diploma or equivalent
42,35000,high school diploma or equivalent
42,28872,high school diploma or equivalent
50,0,some college but no degree
43,30000,high school diploma or equivalent
34,24900,bachelor's degree
31,13000,some college but no degree
33,0,high school diploma or equivalent
42,18000,some college but no degree
50,50000,bachelor's degree
50,21600,grades 5 or 6
42,0,high school diploma or equivalent
33,28000,some college but no degree
32,32000,some college but no degree
49,56400,bachelor's degree
21,2900,high school diploma or equivalent
34,8989,high school diploma or equivalent
29,36000,master's degree
31,55000,bachelor's degree
46,20000,high school diploma or equivalent
49,50000,high school diploma or equivalent
21,7000,high school diploma or equivalent
45,0,high school diploma or equivalent
23,14800,"12th grade, no diploma"
26,20238,"associate's degree, occupational/vocational program"
23,14205,"associate's degree, academic program"
23,7500,bachelor's degree
43,24000,grade 11
48,48654,"associate's degree, academic program"
46,96000,"associate's degree, occupational/vocational program"
36,18400,high school diploma or equivalent
49,29000,some college but no degree
28,19165,"associate's degree, academic program"
34,24000,some college but no degree
44,28186,some college but no degree
45,23500,grade 10
20,10400,grade 11
42,40000,bachelor's degree
47,0,bachelor's degree
29,26000,bachelor's degree
31,23500,some college but no degree
47,12000,some college but no degree
21,9000,high school diploma or equivalent
20,11200,grade 11
46,20256,some college but no degree
23,20700,high school diploma or equivalent
45,24960,high school diploma or equivalent
49,52000,some college but no degree
24,0,high school diploma or equivalent
43,28000,"associate's degree, academic program"
29,41290,"associate's degree, occupational/vocational program"
40,50000,high school diploma or equivalent
35,35000,some college but no degree
46,100000,professional school degree
21,7500,some college but no degree
36,29000,high school diploma or equivalent
28,0,high school diploma or equivalent
26,18720,high school diploma or equivalent
34,23000,high school diploma or equivalent
